Year,Month (number),Hour,Sum(WindSpeed),Sum(ActivePower)
2018,1,0,12.58606063,-30.54859005
2018,1,1,11.72868609,-28.93529309
2018,1,2,10.22772545,-28.01386104
2018,1,3,11.47802021,-31.5743784
2018,1,4,13.08323778,-33.60164837
2018,1,5,14.06024569,-29.56207837
2018,1,6,18.72029349,109.0249698
2018,1,7,15.18985858,-49.17315278
2018,1,8,16.10644531,-33.8760265
2018,1,9,11.1548376,-28.40752804
2018,1,10,17.30502763,1.173266808
2018,1,11,13.52722454,-41.74950465
2018,1,12,24.17889855,832.7670167
2018,1,13,29.52102468,1633.191539
2018,1,14,28.84970515,1356.313558
2018,1,15,23.2541182,1070.235808
2018,1,16,36.67896786,3376.438291
2018,1,17,40.21262913,4443.755815
2018,1,18,34.3416813,2706.034899
2018,1,19,25.87639396,930.3102419
2018,1,20,25.58442704,855.9900886
2018,1,21,33.97534263,3466.64876
2018,1,22,36.75118297,3162.181033
2018,1,23,36.87965191,3105.543729
2018,1,0,23.59895145,681.2564948
2018,1,1,16.72575521,-36.34164836
2018,1,2,11.26210198,-27.8493318
2018,1,3,13.56346679,-33.49057527
2018,1,4,16.98031588,73.01538671
2018,1,5,23.41880007,738.6707117
2018,1,6,21.36232655,966.041558
2018,1,7,19.79355993,204.3618171
2018,1,8,17.77791318,-9.174344361
2018,1,9,18.18727455,143.6357564
2018,1,10,20.12715739,123.8126811
2018,1,11,22.30572208,613.6266205
2018,1,12,24.67486769,890.9011843
2018,1,13,25.95888021,978.7071139
2018,1,14,26.30423141,1010.048887
2018,1,15,33.58728346,2474.380305
2018,1,16,31.35708355,3022.009374
2018,1,17,42.70671446,5349.644427
2018,1,18,48.217347,7795.660333
2018,1,19,47.41762049,7635.325744
2018,1,20,44.15150529,5737.026285
2018,1,21,37.01356208,3208.855393
2018,1,22,37.20334251,3474.860853
2018,1,23,35.88016687,2850.325134
2018,1,0,26.48657157,1479.655227
2018,1,1,22.29218672,917.1242942
2018,1,2,18.0639313,71.98790476
2018,1,3,20.07277698,306.7064722
2018,1,4,33.00817085,2765.930291
2018,1,5,30.43549638,2134.919311
2018,1,6,27.0053529,1320.120175
2018,1,7,21.40205272,329.6610712
2018,1,8,18.99703749,204.8329695
2018,1,9,19.31331115,184.6244199
2018,1,10,17.61233001,59.94780882
2018,1,11,15.67932677,-46.80237718
2018,1,12,17.35894175,-35.17356619
2018,1,13,13.34605618,-29.57263137
2018,1,14,13.79293335,-33.42016193
2018,1,15,15.40844507,92.83906292
2018,1,16,39.77952469,4716.298401
2018,1,17,48.18596623,7712.430954
2018,1,18,50.10652229,8623.0673
2018,1,19,41.203773,6598.970669
2018,1,20,35.32411519,2778.946841
2018,1,21,23.81997285,730.347706
2018,1,22,28.90119897,1386.812547
2018,1,23,26.2521994,1547.18136
2018,1,0,36.23497535,2969.326514
2018,1,1,32.98094893,2365.745154
2018,1,2,20.17143501,598.3935661
2018,1,3,21.57703816,532.2310348
2018,1,4,26.17462412,1959.849635
2018,1,5,23.63445711,1370.017089
2018,1,6,25.27911284,1028.365622
2018,1,7,27.72180416,1377.473863
2018,1,8,24.22865303,556.3173768
2018,1,9,21.58787455,427.947445
2018,1,10,23.75127069,684.0435646
2018,1,11,22.17964935,516.6694653
2018,1,12,24.04118716,726.4186352
2018,1,13,21.40455176,306.7854693
2018,1,14,31.53720973,2361.242727
2018,1,15,43.97074421,6091.788672
2018,1,16,44.70524501,6099.602261
2018,1,17,46.95359034,7114.810119
2018,1,18,39.48877236,4084.960198
2018,1,19,38.79174053,3733.084337
2018,1,20,27.37140529,1750.931883
2018,1,21,32.53093103,2016.890379
2018,1,22,29.14411015,1386.865609
2018,1,23,23.38617058,600.1773418
2018,1,0,24.46249236,685.5476024
2018,1,1,25.85579901,882.9318517
2018,1,2,24.17526404,484.5831842
2018,1,3,16.23227841,196.7603302
2018,1,4,25.94530062,1142.433051
2018,1,5,23.95635544,813.9408485
2018,1,6,11.35428365,261.7646316
2018,1,7,14.83708195,300.6355878
2018,1,8,18.31988024,339.5065441
2018,1,9,19.59350184,22.83000587
2018,1,10,17.21976757,22.1880314
2018,1,11,17.38605852,-38.12259237
2018,1,12,19.20041041,114.1122444
2018,1,13,17.03964648,-38.47378299
2018,1,14,15.21481071,-34.62513884
2018,1,15,20.83871108,373.1653853
2018,1,16,28.58644078,2536.811064
2018,1,17,42.78473899,5420.94319
2018,1,18,41.2534173,4749.865056
2018,1,19,41.17985088,4537.316792
2018,1,20,31.74438483,3047.652762
2018,1,21,31.16097714,2554.307099
2018,1,22,27.48178156,1168.751771
2018,1,23,29.86257521,1537.679498
2018,1,0,33.12990997,2135.002824
2018,1,1,35.6586379,2524.331011
2018,1,2,19.26830611,398.5823482
2018,1,3,19.47493668,444.9300824
2018,1,4,19.68156725,491.2778166
2018,1,5,19.88819783,537.6255507
2018,1,6,20.0948284,583.9732849
2018,1,7,20.30145897,630.321019
2018,1,8,20.50808954,676.6687532
2018,1,9,20.71472011,723.0164873
2018,1,10,20.92135068,769.3642215
2018,1,11,21.12798125,815.7119557
2018,1,12,21.33461182,862.0596898
2018,1,13,21.54124239,908.407424
2018,1,14,21.74787296,954.7551581
2018,1,15,21.95450353,1001.102892
2018,1,16,22.1611341,1047.450626
2018,1,17,22.36776468,1093.798361
2018,1,18,22.57439525,1140.146095
2018,1,19,22.78102582,1186.493829
2018,1,20,22.98765639,1232.841563
2018,1,21,23.19428696,1279.189297
2018,1,22,23.40091753,1325.537031
2018,1,23,23.6075481,1371.884766
2018,1,0,23.81417867,1418.2325
2018,1,1,24.02080924,1464.580234
2018,1,2,24.22743981,1510.927968
2018,1,3,24.43407038,1557.275702
2018,1,4,24.64070095,1603.623436
2018,1,5,24.84733153,1649.97117
2018,1,6,25.0539621,1696.318905
2018,1,7,25.26059267,1742.666639
2018,1,8,25.46722324,1789.014373
2018,1,9,25.67385381,1835.362107
2018,1,10,25.88048438,1881.709841
2018,1,11,26.08711495,1928.057575
2018,1,12,26.29374552,1974.40531
2018,1,13,26.50037609,2020.753044
2018,1,14,26.70700666,2067.100778
2018,1,15,26.91363723,2113.448512
2018,1,16,27.1202678,2159.796246
2018,1,17,27.32689838,2206.14398
2018,1,18,27.53352895,2252.491715
2018,1,19,27.74015952,2298.839449
2018,1,20,27.94679009,2345.187183
2018,1,21,28.15342066,2391.534917
2018,1,22,28.36005123,2437.882651
2018,1,23,28.5666818,2484.230385
2018,1,0,28.77331237,2530.578119
2018,1,1,28.97994294,2576.925854
2018,1,2,29.18657351,2623.273588
2018,1,3,29.39320408,2669.621322
2018,1,4,29.59983465,2715.969056
2018,1,5,29.80646523,2762.31679
2018,1,6,30.0130958,2808.664524
2018,1,7,30.21972637,2855.012259
2018,1,8,34.69000291,3269.48491
2018,1,9,31.20158359,2201.77174
2018,1,10,34.1742567,2940.827299
2018,1,11,36.0240352,3264.829711
2018,1,12,39.19703951,4320.849218
2018,1,13,41.39943028,4763.206385
2018,1,14,47.37335736,7462.104371
2018,1,15,52.57125595,9910.975814
2018,1,16,51.31120217,9663.036266
2018,1,17,46.25931993,6837.213115
2018,1,18,44.677373,5668.26704
2018,1,19,45.38411994,6625.126186
2018,1,20,45.94659414,6221.170053
2018,1,21,42.12426573,4823.196359
2018,1,22,38.42717361,3631.063272
2018,1,23,34.55042021,2529.845791
2018,1,0,31.34659333,1755.92427
2018,1,1,24.62962751,1212.255364
2018,1,2,26.66959695,1094.269015
2018,1,3,20.0968945,191.8980821
2018,1,4,29.45739288,2005.301819
2018,1,5,29.31217412,1841.796947
2018,1,6,24.83583714,1575.689234
2018,1,7,29.54676185,1891.979017
2018,1,8,25.32136524,1091.084417
2018,1,9,26.11015908,1103.678259
2018,1,10,28.98457193,1594.221283
2018,1,11,32.80124955,2593.577849
2018,1,12,33.52041276,3854.354395
2018,1,13,41.90624076,5164.931087
2018,1,14,49.38985284,8689.766121
2018,1,15,48.09739,7961.979475
2018,1,16,43.16738558,5527.499784
2018,1,17,40.64774884,4549.021475
2018,1,18,36.31150364,3116.919907
2018,1,19,39.41565414,4256.677034
2018,1,20,35.143463,3003.853276
2018,1,21,36.0457649,3027.153339
2018,1,22,30.27131563,2762.570713
2018,1,23,27.21335462,1188.760678
2018,1,0,22.59179485,454.8634939
2018,1,1,27.53666723,1110.411802
2018,1,2,18.21528374,88.71839146
2018,1,3,16.35770391,-32.80195252
2018,1,4,19.8436574,179.2442901
2018,1,5,20.46181294,756.4229261
2018,1,6,29.57058726,2091.984063
2018,1,7,34.56758383,3147.640533
2018,1,8,33.24116392,2705.365413
2018,1,9,32.99997044,2680.08545
2018,1,10,35.85952055,3286.311424
2018,1,11,34.56731239,2856.32348
2018,1,12,37.24153551,3630.605777
2018,1,13,38.97593877,3928.96862
2018,1,14,38.30592532,5617.528793
2018,1,15,41.22939756,5039.727443
2018,1,16,32.24994493,3175.373904
2018,1,17,37.84741883,3755.423169
2018,1,18,42.80670631,5158.003269
2018,1,19,35.49655383,4144.705394
2018,1,20,39.96731537,4004.148932
2018,1,21,33.96992474,2167.146003
2018,1,22,24.93359696,744.8059115
2018,1,23,21.81943104,395.382454
2018,1,0,24.78683862,676.2184536
2018,1,1,30.74038276,1595.841021
2018,1,2,23.73596912,666.6586912
2018,1,3,20.51336356,415.4681418
2018,1,4,26.04705982,1116.430081
2018,1,5,22.27102934,1107.478961
2018,1,6,27.7552488,1465.725342
2018,1,7,21.09864523,516.2265233
2018,1,8,27.96288,1458.975452
2018,1,9,29.30572999,1771.265723
2018,1,10,24.68108855,1556.357726
2018,1,11,28.28694798,1462.782432
2018,1,12,33.3833818,2391.248404
2018,1,13,38.87830361,3839.743011
2018,1,14,44.04374248,5466.81112
2018,1,15,49.55959573,8348.674045
2018,1,16,32.7522379,6016.713105
2018,1,17,35.15569542,4450.668278
2018,1,18,37.61042357,3639.767229
2018,1,19,42.98144486,5413.870045
2018,1,20,26.58384898,1585.407367
2018,1,21,30.22087053,1651.170117
2018,1,22,18.69627225,168.6239232
2018,1,23,18.73052324,112.9092241
2018,1,0,14.42030735,-36.34275357
2018,1,1,14.1069197,-28.37679208
2018,1,2,12.98078784,-28.51974673
2018,1,3,15.56877231,-35.88153225
2018,1,4,16.76910155,7.446015301
2018,1,5,22.06189348,646.0276944
2018,1,6,23.81232708,693.9573697
2018,1,7,23.27892031,610.5712455
2018,1,8,20.69924835,166.5233032
2018,1,9,22.11907967,465.5168396
2018,1,10,23.78308607,614.2904258
2018,1,11,23.62499981,775.1717468
2018,1,12,19.93093636,657.5030139
2018,1,13,14.76405619,796.5315098
2018,1,14,38.02940589,3526.309008
2018,1,15,13.00584293,1282.205047
2018,1,16,42.94259099,4930.295364
2018,1,17,36.03590174,3090.764449
2018,1,18,7.591670405,164.7144857
2018,1,19,20.91871707,393.4563196
2018,1,20,2.603796639,-6.016368468
2018,1,21,2.416149847,-5.596163094
2018,1,22,17.91146668,19.59354541
2018,1,23,10.48038341,150.091493
2018,1,0,11.46336913,-25.78558913
2018,1,1,25.3023347,729.1171602
2018,1,2,7.406974697,121.9482452
2018,1,3,12.24002972,-23.22771409
2018,1,4,8.629605817,121.5285726
2018,1,5,5.019181918,266.2848592
2018,1,6,26.82848763,1367.882946
2018,1,7,13.87029256,704.2302555
2018,1,8,23.23196352,741.967021
2018,1,9,8.674437607,296.2860228
2018,1,10,13.76649467,751.8388427
2018,1,11,30.94837526,2004.231729
2018,1,12,37.03259956,3317.449881
2018,1,13,21.49696191,2522.695989
2018,1,14,19.77878521,2595.203923
2018,1,15,18.06060852,2667.711857
2018,1,16,16.34243183,2740.219791
2018,1,17,43.85769474,5415.870629
2018,1,18,38.57404838,3309.799331
2018,1,19,29.42977709,1395.095357
2018,1,20,20.84211027,239.2243422
2018,1,21,13.62997989,-34.81788437
2018,1,22,11.24826721,-25.83055504
2018,1,23,14.99579287,-32.23133279
2018,1,0,14.36529541,-33.66447258
2018,1,1,17.70803657,-35.14537884
2018,1,2,17.93409784,-35.05890435
2018,1,3,17.57215354,-33.86626263
2018,1,4,17.15518971,201.4521742
2018,1,5,3.374172609,61.84711091
2018,1,6,8.747494629,1041.208074
2018,1,7,14.12081665,2020.569037
2018,1,8,19.49413867,2999.93
2018,1,9,24.86746069,3979.290963
2018,1,10,30.24078271,4958.651926
2018,1,11,35.61410473,5938.012888
2018,1,12,40.98742675,6917.373851
2018,1,13,46.36074877,7896.734814
2018,1,14,51.73407079,8876.095777
2018,1,15,34.89020246,4001.773662
2018,1,16,44.60342252,5995.062111
2018,1,17,35.31386176,3849.178412
2018,1,18,37.00688013,2984.947429
2018,1,19,34.82997669,2571.929646
2018,1,20,30.435637,1646.26706
2018,1,21,18.9170664,358.2766682
2018,1,22,16.94053116,312.6434118
2018,1,23,14.96399592,267.0101553
2018,1,0,12.98746068,221.3768988
2018,1,1,11.01092544,175.7436424
2018,1,2,9.034390204,130.1103859
2018,1,3,7.057854964,84.47712944
2018,1,4,5.081319724,38.84387298
2018,1,5,3.104784485,-6.789383488
2018,1,6,15.17187728,125.1172371
2018,1,7,19.68482919,184.7792785
2018,1,8,20.71891184,271.1810635
2018,1,9,17.60026971,129.8825077
2018,1,10,22.84762224,771.5568135
2018,1,11,21.50294694,933.0017462
2018,1,12,27.4775215,1251.524848
2018,1,13,30.7963339,1721.959545
2018,1,14,36.44837572,3115.547528
2018,1,15,35.35382089,4126.117956
2018,1,16,39.53868526,3947.46505
2018,1,17,34.08739796,2929.848449
2018,1,18,33.14899599,2144.445605
2018,1,19,25.37132473,810.0762454
2018,1,20,18.53106613,-36.1565838
2018,1,21,19.03380787,-18.12209525
2018,1,22,4.287921343,127.7964325
2018,1,23,7.037557738,278.2483601
2018,1,0,9.787194134,428.7002877
2018,1,1,12.53683053,579.1522153
2018,1,2,15.28646693,729.6041429
2018,1,3,18.03610332,880.0560705
2018,1,4,20.78573972,1030.507998
2018,1,5,23.53537611,1180.959926
2018,1,6,26.28501251,1331.411853
2018,1,7,11.20222356,943.7499698
2018,1,8,16.27710989,675.2425466
2018,1,9,21.35199623,406.7351235
2018,1,10,13.26966947,132.2212059
2018,1,11,20.46983949,298.6290252
2018,1,12,18.3478612,804.7642903
2018,1,13,37.0433452,3438.64236
2018,1,14,46.69721105,6619.944966
2018,1,15,47.57260449,7311.551409
2018,1,16,40.48244389,6452.323476
2018,1,17,49.24396239,7133.095491
2018,1,18,41.63162287,4323.975618
2018,1,19,34.37758046,2326.827597
2018,1,20,20.73793837,1093.79351
2018,1,21,34.28426819,2195.727142
2018,1,22,27.04255155,1099.666087
2018,1,23,28.18540149,1237.293905
2018,1,0,16.71966985,191.5680932
2018,1,1,12.01058345,-32.44299217
2018,1,2,14.27972567,-35.72055926
2018,1,3,12.1867199,-27.91991681
2018,1,4,15.25522697,-32.20908293
2018,1,5,17.25024292,363.3615527
2018,1,6,25.94260764,1145.959879
2018,1,7,22.70055362,1109.624803
2018,1,8,26.42959595,1210.389438
2018,1,9,25.40248267,1099.121899
2018,1,10,24.17493763,906.4969268
2018,1,11,23.02218434,786.6908894
2018,1,12,30.23504825,1642.671694
2018,1,13,25.46406036,1349.917322
2018,1,14,38.84491591,3608.131256
2018,1,15,45.27471313,5753.690557
2018,1,16,50.80545041,9005.922377
2018,1,17,52.98793254,9371.91792
2018,1,18,32.7143535,4730.268405
2018,1,19,46.57765252,6234.881183
2018,1,20,27.32049531,1751.182706
2018,1,21,29.57143443,2153.501909
2018,1,22,29.78810186,1515.54899
2018,1,23,26.41420542,969.6421192
2018,1,0,29.16022061,2058.453163
2018,1,1,28.68168485,1910.116645
2018,1,2,28.20314909,1761.780126
2018,1,3,27.72461332,1613.443608
2018,1,4,27.24607756,1465.10709
2018,1,5,26.7675418,1316.770571
2018,1,6,33.25329056,2826.002492
2018,1,7,40.76426995,5352.097682
2018,1,8,32.71098628,2661.414716
2018,1,9,37.01452944,3917.305224
2018,1,10,31.98797781,2216.223536
2018,1,11,27.57030701,1330.54458
2018,1,12,33.45617111,2216.995384
2018,1,13,37.02913139,3056.577103
2018,1,14,36.4851166,2737.934336
2018,1,15,27.83280738,1814.687597
2018,1,16,44.22444577,5584.384685
2018,1,17,44.76100962,5352.454982
2018,1,18,36.19626612,2822.274933
2018,1,19,38.61408072,3415.151127
2018,1,20,37.7183209,3159.294046
2018,1,21,33.586322,2052.440153
2018,1,22,23.83462482,654.9436616
2018,1,23,17.25643341,196.2377166
2018,1,0,16.55873408,205.0059979
2018,1,1,13.3977492,-29.11701648
2018,1,2,10.06399327,-28.00618097
2018,1,3,17.53874061,534.8868779
2018,1,4,25.01348795,1097.779937
2018,1,5,31.38325862,2373.521569
2018,1,6,31.37825244,2272.317404
2018,1,7,30.53229526,2091.271696
2018,1,8,25.78450069,901.3578913
2018,1,9,19.77206874,587.17793
2018,1,10,24.18371226,706.5200496
2018,1,11,24.9349782,1005.145565
2018,1,12,31.95938393,2099.975833
2018,1,13,38.54092685,3371.97934
2018,1,14,37.96421808,3271.833971
2018,1,15,43.22041788,5364.719311
2018,1,16,45.45294779,6195.751834
2018,1,17,46.45708839,6279.214048
2018,1,18,46.33440764,6265.001784
2018,1,19,40.92872485,4201.678312
2018,1,20,27.28907814,1748.890717
2018,1,21,4.925333078,224.475556
2018,1,22,11.12272705,212.5917879
2018,1,23,8.621043905,48.73787843
2018,1,0,20.66860787,370.7907309
2018,1,1,23.5020633,538.4133039
2018,1,2,18.85070609,78.35884802
2018,1,3,14.86500646,-32.53502763
2018,1,4,19.87127903,702.5553286
2018,1,5,24.02858105,700.7615236
2018,1,6,24.87080525,833.0246561
2018,1,7,18.32530429,362.8573168
2018,1,8,20.41374088,192.8003037
2018,1,9,22.12005569,408.5720297
2018,1,10,20.49370254,109.8999063
2018,1,11,21.63880509,473.9258039
2018,1,12,20.88067539,299.3416821
2018,1,13,21.87724331,437.375213
2018,1,14,28.67782797,1962.579052
2018,1,15,33.6560976,3470.109382
2018,1,16,41.58012927,4432.611602
2018,1,17,24.53867618,1254.1133
2018,1,18,35.81324948,2930.588148
2018,1,19,40.78789729,4502.273895
2018,1,20,41.24508688,4383.796294
2018,1,21,33.06039803,2163.037016
2018,1,22,20.08094055,558.5916144
2018,1,23,15.98215533,-31.98889232
2018,1,0,17.18209855,0.383068358
2018,1,1,14.85725214,-30.21101364
2018,1,2,15.30005206,-28.92119755
2018,1,3,18.09581617,200.8041662
2018,1,4,25.40886734,994.7119612
2018,1,5,26.00521575,1220.634337
2018,1,6,23.23728582,609.2069635
2018,1,7,17.43223183,228.8596254
2018,1,8,22.80386209,544.9416501
2018,1,9,23.79643666,662.0527838
2018,1,10,25.20664637,879.9887198
2018,1,11,23.76090406,763.5111414
2018,1,12,21.40546919,766.591808
2018,1,13,30.66842504,1856.125742
2018,1,14,40.64226775,4510.557143
2018,1,15,51.12938969,8749.41245
2018,1,16,49.40754026,7880.6848
2018,1,17,49.83072679,8222.521446
2018,1,18,48.27355135,7380.015067
2018,1,19,51.43411516,8064.253761
2018,1,20,49.71468957,7756.949496
2018,1,21,38.65781958,3600.525777
2018,1,22,26.97984091,1601.08539
2018,1,23,27.492438,1089.032875
2018,1,0,21.1426517,390.5387544
2018,1,1,25.52425623,870.6565831
2018,1,2,20.29760059,227.4943405
2018,1,3,23.16972682,831.298095
2018,1,4,29.19913505,2407.300396
2018,1,5,27.49384148,1404.81888
2018,1,6,24.33753186,432.2402584
2018,1,7,20.37738525,5.830674305
2018,1,8,20.40897453,74.77181323
2018,1,9,20.20954509,249.5310074
2018,1,10,21.31448229,370.2882563
2018,1,11,22.25141079,512.8133234
2018,1,12,20.48238681,219.0829166
2018,1,13,22.96569157,529.9528101
2018,1,14,32.47463364,3190.276443
2018,1,15,49.47750942,7794.223769
2018,1,16,47.64650962,7335.229865
2018,1,17,36.79416501,4561.143608
2018,1,18,51.61826537,8624.333109
2018,1,19,47.18099399,7263.136314
2018,1,20,26.34173933,932.5841722
2018,1,21,28.5205691,1241.146326
2018,1,22,27.11094876,998.2746533
2018,1,23,28.12399418,1210.982199
2018,1,0,22.50240746,405.875025
2018,1,1,17.89874753,255.9594687
2018,1,2,18.4272423,-26.94874054
2018,1,3,19.29688049,181.3605617
2018,1,4,19.45344513,106.575137
2018,1,5,16.96725036,-37.87258708
2018,1,6,20.01980568,279.7783951
2018,1,7,15.20900379,-26.50737653
2018,1,8,14.64789563,-25.73097667
2018,1,9,14.08678747,-24.95457681
2018,1,10,13.5256793,-24.17817695
2018,1,11,12.96457114,-23.40177709
2018,1,12,12.40346298,-22.62537722
2018,1,13,11.84235482,-21.84897736
2018,1,14,11.28124666,-21.0725775
2018,1,15,10.7201385,-20.29617764
2018,1,16,10.15903034,-19.51977778
2018,1,17,9.597922179,-18.74337792
2018,1,18,9.036814018,-17.96697806
2018,1,19,8.475705857,-17.1905782
2018,1,20,7.914597696,-16.41417833
2018,1,21,7.353489535,-15.63777847
2018,1,22,6.792381374,-14.86137861
2018,1,23,6.231273213,-14.08497875
2018,1,0,5.670165052,-13.30857889
2018,1,1,5.109056892,-12.53217903
2018,1,2,4.547948731,-11.75577917
2018,1,3,3.98684057,-10.97937931
2018,1,4,3.425732409,-10.20297944
2018,1,5,12.76741719,-30.18865727
2018,1,6,11.53059731,-28.84098924
2018,1,7,15.78468234,-40.27572287
2018,1,8,19.12320837,56.58513525
2018,1,9,16.85442641,-46.30217667
2018,1,10,11.52942018,-27.53530034
2018,1,11,6.2052996,-10.4109985
2018,1,12,9.6261992,381.76229
2018,1,13,14.72606579,935.6358363
2018,1,14,19.82593237,1489.509383
2018,1,15,24.92579896,2043.382929
2018,1,16,30.02566554,2597.256475
2018,1,17,40.93554345,4692.037298
2018,1,18,34.49838952,2677.922242
2018,1,19,26.47238979,1092.782921
2018,1,20,10.55379085,-25.72650579
2018,1,21,16.49481353,197.8120828
2018,1,22,22.70742256,609.5548166
2018,1,23,20.86752959,136.5458576
2018,1,0,28.14585311,1158.810599
2018,1,1,15.71442216,-27.85301988
2018,1,2,19.72195599,141.9827992
2018,1,3,11.96245757,-37.16916821
2018,1,4,10.37881191,-25.52690332
2018,1,5,15.48447457,-32.7157006
2018,1,6,15.91833366,-36.60893976
2018,1,7,17.34363152,-16.00689023
2018,1,8,18.96408074,-36.53601544
2018,1,9,20.48251776,284.5446264
2018,1,10,17.85586165,-43.30667235
2018,1,11,20.9315969,360.4718897
2018,1,12,19.71996343,262.9233683
2018,1,13,17.17977832,-33.71124879
2018,1,14,16.05385206,-36.41782689
2018,1,15,23.36541616,803.7562764
2018,1,16,43.15953274,5226.434677
2018,1,17,44.71387833,5784.628929
2018,1,18,37.59991202,4965.945031
2018,1,19,39.73187989,5716.571809
2018,1,20,44.78972669,5611.616185
2018,1,21,33.62571534,2444.584076
2018,1,22,24.12135062,716.6180979
2018,1,23,19.87154848,138.3851643
2018,1,0,16.30299644,17.76921265
2018,1,1,15.71928,-32.13885793
2018,1,2,14.66680771,-32.01306971
2018,1,3,11.73941561,-30.22227881
2018,1,4,18.81086507,115.2765008
2018,1,5,20.84789677,177.1811613
2018,1,6,24.74663385,974.2792408
2018,1,7,16.3767084,125.4196682
2018,1,8,18.10816512,3.153035005
2018,1,9,21.7708546,445.7563071
2018,1,10,16.23016276,39.61504278
2018,1,11,22.51293594,515.6003552
2018,1,12,17.62907591,-36.53743283
2018,1,13,23.39744913,585.1664349
2018,1,14,30.04211322,1654.938653
2018,1,15,39.92424329,4161.812665
2018,1,16,44.30034122,5665.055853
2018,1,17,37.29867447,3339.033484
2018,1,18,36.68103034,2996.186699
2018,1,19,29.96686869,1532.121502
2018,1,20,33.32815176,2130.120485
2018,1,21,31.16336468,1855.455877
2018,1,22,26.22312694,904.7923656
2018,1,23,22.50263879,457.6557433
2018,1,0,23.01897399,728.5662481
2018,1,1,15.02051566,-33.06115892
2018,1,2,19.70503416,215.0871369
2018,1,3,14.81539978,-22.83520833
2018,1,4,11.7081924,-30.53037837
2018,1,5,20.61246483,347.5457032
2018,1,6,20.70681793,201.4957625
2018,1,7,18.29401512,79.48902593
2018,1,8,17.36420747,6.172785117
2018,1,9,18.73297589,70.54041235
2018,1,10,21.08738282,333.1418804
2018,1,11,15.41436991,1.252999034
2018,1,12,16.42886014,-35.300006
2018,1,13,17.80587292,88.30041627
2018,1,14,25.65854058,1560.789073
2018,1,15,46.31748937,6485.748127
2018,1,16,49.87325443,7997.456937
2018,1,17,47.00025595,6716.530724
2018,1,18,38.35563453,5048.802608
2018,1,19,30.36963593,2470.065593
2018,1,20,27.57879682,1163.080482
2018,1,21,26.64567754,1072.929898
2018,1,22,23.18876851,580.6700543
2018,1,23,21.69263139,336.0023951
2018,1,0,20.76999924,222.0143777
2018,1,1,16.14548559,64.58524484
2018,1,2,23.88496354,696.2504188
2018,1,3,26.02037009,1189.281811
2018,1,4,20.82115796,1392.093274
2018,1,5,5.2676997,390.2562
2018,1,6,5.2676997,329.64905
2018,1,7,10.3467994,729.04753
2018,1,8,10.77982181,855.3430599
2018,1,9,11.21284422,981.6385898
2018,1,10,11.64586662,1107.93412
2018,1,11,12.07888903,1234.22965
2018,1,12,12.51191144,1360.525179
2018,1,13,12.94493385,1486.820709
2018,1,14,13.37795625,1613.116239
2018,1,15,13.81097866,1739.411769
2018,1,16,14.24400107,1865.707299
2018,1,17,14.67702348,1992.002829
2018,1,18,15.11004588,2118.298359
2018,1,19,48.33497873,7320.145617
2018,1,20,48.87510735,6924.002673
2018,1,21,41.40328798,4108.150481
2018,1,22,37.16254075,2975.413177
2018,1,23,37.37674606,2994.059998
2018,1,0,37.21404521,2980.091446
2018,1,1,37.05134435,2966.122894
2018,1,2,36.8886435,2952.154342
2018,1,3,36.72594264,2938.185789
2018,1,4,36.56324179,2924.217237
2018,1,5,36.40054094,2910.248685
2018,1,6,36.23784008,2896.280133
2018,1,7,36.07513923,2882.31158
2018,1,8,35.91243837,2868.343028
2018,1,9,35.74973752,2854.374476
2018,1,10,35.58703666,2840.405923
2018,1,11,35.42433581,2826.437371
2018,1,12,35.26163496,2812.468819
2018,1,13,35.0989341,2798.500267
2018,1,14,34.93623325,2784.531714
2018,1,15,34.77353239,2770.563162
2018,1,16,34.61083154,2756.59461
2018,1,17,34.44813069,2742.626058
2018,1,18,34.28542983,2728.657505
2018,1,19,34.12272898,2714.688953
2018,1,20,33.96002812,2700.720401
2018,1,21,33.79732727,2686.751848
2018,1,22,33.63462641,2672.783296
2018,1,23,33.47192556,2658.814744
2018,1,0,33.30922471,2644.846192
2018,1,1,33.14652385,2630.877639
2018,1,2,32.983823,2616.909087
2018,1,3,32.82112214,2602.940535
2018,1,4,32.65842129,2588.971983
2018,1,5,32.49572044,2575.00343
2018,1,6,32.33301958,2561.034878
2018,1,7,32.17031873,2547.066326
2018,1,8,32.00761787,2533.097773
2018,1,9,31.84491702,2519.129221
2018,1,10,31.68221617,2505.160669
2018,1,11,31.51951531,2491.192117
2018,1,12,31.35681446,2477.223564
2018,1,13,31.1941136,2463.255012
2018,1,14,31.03141275,2449.28646
2018,1,15,30.86871189,2435.317908
2018,1,16,30.70601104,2421.349355
2018,1,17,30.54331019,2407.380803
2018,1,18,30.38060933,2393.412251
2018,1,19,30.21790848,2379.443698
2018,1,20,30.05520762,2365.475146
2018,1,21,29.89250677,2351.506594
2018,1,22,29.72980592,2337.538042
2018,1,23,29.56710506,2323.569489
2018,1,0,29.40440421,2309.600937
2018,1,1,29.24170335,2295.632385
2018,1,2,29.0790025,2281.663833
2018,1,3,28.91630164,2267.69528
2018,1,4,28.75360079,2253.726728
2018,1,5,28.59089994,2239.758176
2018,1,6,28.42819908,2225.789623
2018,1,7,28.26549823,2211.821071
2018,1,8,28.10279737,2197.852519
2018,1,9,27.94009652,2183.883967
2018,1,10,27.77739567,2169.915414
